Community 1 - Period: (1669 - 1775 - Number of books: 310
Name;URI;Begin;End
Tweede deel van de afbeeldsels der voornaemste gebovwen, uyt alle die Philips Vingboons geordineert heeft;http://data.bibliotheken.nl/id/nbt/p281886857;1674;1674
Proporcien des menschelyken levens, na de voortreffelykste, en alderschoonste antiken.;http://data.bibliotheken.nl/id/nbt/p400462346;1700;1799
Den blom-hof, inhovdende de rare oft ongemeene blommen die op den tegenvvoordighen tijdt by de lief-hebbers in estimatie ghehouden vverden.;http://data.bibliotheken.nl/id/nbt/p308020359;1614;1614
Journael ende historis[!] verhael van de reyse gedaen by Oosten de Straet le maire, naer de custen van Chili onder het beleyt van [...] Hendrick Brouwer[...] inden jare 1643 voor gevallen [...] als mede een beschryvinge van het eylandt Eso [...] van Japan .;http://data.bibliotheken.nl/id/nbt/p400460432;1660;1660
Les vrais pourtraits de quelques unes des plvs grandes dames de la chrestiente, desgvisees en bergeres.;http://data.bibliotheken.nl/id/nbt/p850907306;1640;1640
Misprysinge des hofs, en vorstelikke hoogheid.;http://data.bibliotheken.nl/id/nbt/p861542487;1652;1652
Moortje.;http://data.bibliotheken.nl/id/nbt/p087296586;1644;1644
Architectvra, dat is: bouw-kunst. Inhoudende vijf deelen, te weten: Toscana, Dorica, Ionica, Corinthia ende composita.;http://data.bibliotheken.nl/id/nbt/p317998056;1630;1630
Amenissimæ aliquot regiuculæ.;http://data.bibliotheken.nl/id/nbt/p386021023;1616;1616
Leyds- veer-schuyts-praetgen. Tusschen een koopman ende borgher van Leyden [...] inhoudende de geschiedenissen voor-gevallen, tusschen Torrentius ende de magistraet van Haerlem;http://data.bibliotheken.nl/id/nbt/p841790884;1628;1628
Minne-kvnst. Minne-baet. Minne-dichten. Mengel-dichten.;http://data.bibliotheken.nl/id/nbt/p863671047;1626;1626
Genealogia illustrissimorum comitvm Nassoviae.;http://data.bibliotheken.nl/id/nbt/p059607653;1616;1616
De sael van Orange, ghebouwt by haere hoocht. Amalie princesse dovariere van Orange, etc.;http://data.bibliotheken.nl/id/nbt/p85199752X;1655;1655
Geometrie ofte meet-const.;http://data.bibliotheken.nl/id/nbt/p850132851;1629;1629
Zeevsche nachtegael, ende des selfs driederley ghesang;http://data.bibliotheken.nl/id/nbt/p84332306X;1633;1633
Historie der Neder-landscher ende haerder na-buren oorlogen ende geschiedenissen.;http://data.bibliotheken.nl/id/nbt/p852488211;1623;1623
Amsterdamsche Pegasvs, waer in (uyt lust) by een vergadert zijn, veel minnelijcke liedekens.;http://data.bibliotheken.nl/id/nbt/p852710739;1627;1627
Medicea hospes, sive Descriptio pvblicæ gratvlationis, qua [...] Mariam de Medicis, excepit senatvs popvlvsqve Amstelodamensis.;http://data.bibliotheken.nl/id/nbt/p850281733;1638;1638
Pinax microcosmographicus, in quo certissimum anatomiæ compendium [...] proponitur [...].;http://data.bibliotheken.nl/id/nbt/p095252150;1667;1667
Afbeelding van't stadthuys van Amsterdam.;http://data.bibliotheken.nl/id/nbt/p841696241;1661;1661
Variarum lectionum selecta.;http://data.bibliotheken.nl/id/nbt/p056745192;1660;1660
Publicatie ende verkiesinghe des raets tot Haerlem;http://data.bibliotheken.nl/id/nbt/p823093484;1618;1618
Voyagien, behelsende een historie van de oorspronckelijcke ende tegenwoordige standt des Turcksen rijcks;http://data.bibliotheken.nl/id/nbt/p850079039;1653;1653
Nederduytsche poëmata.;http://data.bibliotheken.nl/id/nbt/p087299763;1644;1644
Journael van de tweede reys, gedaen by den heer admirael Jacob van Neck, naer Oost-Indien.;http://data.bibliotheken.nl/id/nbt/p84134714X;1660;1669
Declaratie van die triumphante incompst vandē doorluchtighen hoogheboren prince van Oraingien binnen die princelijcke stadt van Brussele, geschiet in t'iaer ons Heeren, duysent, vijfhondert achtentseuentich, den achthienden septembris.;http://data.bibliotheken.nl/id/nbt/p397574339;1579;1579
De volkome beschryving der voortreffelijcke reizen van [...] Pietro della Valle.;http://data.bibliotheken.nl/id/nbt/p852197837;1666;1666
Historische beschrijvinghe der seer wijt beroemde coop-stadt Amsterdam.;http://data.bibliotheken.nl/id/nbt/p850625203;1614;1614
Eigentlyke afbeeldinge, van hondert der aldervermaerdste statuen, of antique-beelden, staande binnen Romen.;http://data.bibliotheken.nl/id/nbt/p146542657;1660;1669
Verscheyden playsante lantschappen met sinnebeelden verciert.;http://data.bibliotheken.nl/id/nbt/p397522754;1600;1699
Begraeffenisse van syne hoogheyt Frederick Henrick.;http://data.bibliotheken.nl/id/nbt/p841075808;1651;1651
Tonneel der wereldtse rampsaligheden.;http://data.bibliotheken.nl/id/nbt/p853383332;1667;1667
Algemeene manier van de hr. Desargues, tot de practijck der perspectiven, gelijck tot die der meet-kunde, met de kleyne voet-maat.;http://data.bibliotheken.nl/id/nbt/p850644968;1664;1664
Handt-boexken.;http://data.bibliotheken.nl/id/nbt/p853367329;1615;1615
Metamorphosis, dat is: De her-scheppinghe ofte verânderinghe.;http://data.bibliotheken.nl/id/nbt/p842413715;1637;1637
Waerschouvvinge voor het soo-genaemde Oog-water: waer in de waerheydt van de Aenmerckingen op de vrede-præsentatie wort verdedight.;http://data.bibliotheken.nl/id/nbt/p094934223;1664;1664
Bacchus wonder-wercken: waer in het recht gebruyck en misbruyck des wijns [...] wort afgebeeld.;http://data.bibliotheken.nl/id/nbt/p84289005X;1628;1628
Leyts-man der hovelingen. Vertoonende hoe een hovelinck leeft, en leven moet.;http://data.bibliotheken.nl/id/nbt/p86154238X;1652;1652
Compendivm opervm Virgilianorvm.;http://data.bibliotheken.nl/id/nbt/p832768030;1612;1612
Boertigh, amoreus, en aendachtigh groot lied-boeck.;http://data.bibliotheken.nl/id/nbt/p841445958;1622;1622
El Nuevo Testamento que es, los escriptos evangelicos, y apostolicos.;http://data.bibliotheken.nl/id/nbt/p084472987;1625;1625
t'Vierde deel of t'vervolgh van het Historisch verhael aller ghedenckwaerdigher gheschiedenissen, die [...] van octobri des voorleden iaers, tot den april, deses iaers 1623 voorgevallen syn.;http://data.bibliotheken.nl/id/nbt/p085052787;1623;1623
Harlemias, ofte, om beter te seggen, De eerste stichtinghe der stadt Haerlem, het toe-nemen en vergrootinge der selfden.;http://data.bibliotheken.nl/id/nbt/p822865068;1648;1648
L'architectvre contenant la toscane, doriqve, ioniqve, corinthiaqve, et composee.;http://data.bibliotheken.nl/id/nbt/p400188570;1628;1628
Toonneel der vverreltsche veranderingen [...]. Uyt verscheyde schryvers.;http://data.bibliotheken.nl/id/nbt/p840986157;1645;1645
Atlas.;http://data.bibliotheken.nl/id/nbt/p105208353;1696;1699
Afbeelding van't stadthuys van Amsterdam.;http://data.bibliotheken.nl/id/nbt/p146809416;1660;1669
Des vyants net, der booser wercken, raet, visioenen, en̄ bedriechlijcker soeckelijcheyt, en̄ sijnder verholender stricken.;http://data.bibliotheken.nl/id/nbt/p400338629;1552;1552
Vervolg van de nieuwe tydinge uyt Parnas;http://data.bibliotheken.nl/id/nbt/p86454488X;1690;1690
Beschryvinge ende lof der stad Haerlem in Holland.;http://data.bibliotheken.nl/id/nbt/p823048063;1628;1628
Wtlegghingh op den Metamorphosis Pub. Ouidij Nasonis.;http://data.bibliotheken.nl/id/nbt/p830382682;1604;1604
Metamorphosis dat is: Die herscheppinghe oft veranderinghe.;http://data.bibliotheken.nl/id/nbt/p057414335;1650;1650
Johannis Vytenbogaerts leven, kerckelijcke bedieninghe ende zedighe verantwoordingh.;http://data.bibliotheken.nl/id/nbt/p86220996X;1646;1646
De samenspanning der arenden, een zinnebeeldige fabel, by wyze van tooneelspel.;http://data.bibliotheken.nl/id/nbt/p16216498X;1782;1782
Rervm ad Sylvam-Dvcis atqve alibi in Belgio avt a Belgis anno M DCXXIX gestarvm historia.;http://data.bibliotheken.nl/id/nbt/p833568051;1631;1631
Neederlandsche histoorien.;http://data.bibliotheken.nl/id/nbt/p861011570;1642;1642
Silenvs Alcibiadis, sive Protevs.;http://data.bibliotheken.nl/id/nbt/p830294082;1618;1618
Architectvra moderna ofte bouwinge van onsen tyt [...] alle gedaen by [...] Hendrick de Keyser;http://data.bibliotheken.nl/id/nbt/p100442463;1631;1631
Emblemata sacra, è præcipuis utriusque Testamenti historiis concinnata.;http://data.bibliotheken.nl/id/nbt/p39751767X;1639;1639
Vijf boecken. Handelende van de nature.;http://data.bibliotheken.nl/id/nbt/p093092008;1657;1657
De oude Hollandsche geschiedenissen ofte Korte Hollandtsche rym-kronyck.;http://data.bibliotheken.nl/id/nbt/p843282762;1645;1645
Arataea, sive Signa coelestia: in qvibvs astronomicae specvlationes vetervm ad archetypa vetvstissimi Aratæorum caesaris Germanici codicis [...] ob oculos ponuntur.;http://data.bibliotheken.nl/id/nbt/p082777675;1621;1621
Les cinq rangs de l'architecture, a scavoir: tvscane, doriqve, ioniqve, corinthiaqve, et composee.;http://data.bibliotheken.nl/id/nbt/p08252324X;1620;1620
Opera mathematica, ofte wis-konstige wercken.;http://data.bibliotheken.nl/id/nbt/p400486334;1651;1651
Iconologia, of uytbeeldingen des verstands.;http://data.bibliotheken.nl/id/nbt/p843273992;1644;1644
De grondt-regulen der bouw-konst, ofte de uytnementheyt van de vijf ordens der architectura.;http://data.bibliotheken.nl/id/nbt/p860040259;1662;1662
Zinne-beelden, oft Adams appel;http://data.bibliotheken.nl/id/nbt/p853409463;1642;1642
Pietra del paragone politico.;http://data.bibliotheken.nl/id/nbt/p161759939;1671;1671
Topographia variarum regionum.;http://data.bibliotheken.nl/id/nbt/p397519982;1614;1614
Spiegel van den ouden en nieuwen tydt.;http://data.bibliotheken.nl/id/nbt/p141908718;1700;1799
Eerste deel der bouw-kunst, ofte Grondige bewijs-redenen, over den sin ende practijck van den autheur Vincent Scamozzi.;http://data.bibliotheken.nl/id/nbt/p843528303;1678;1678
'sWerelts begin, midden, eynde, besloten in den trov-ringh, met den proef-steen van den selven.;http://data.bibliotheken.nl/id/nbt/p147572789;1638;1638
Emblemata.;http://data.bibliotheken.nl/id/nbt/p842035648;1625;1625
Affkomst ende korte historie der grauen van Hollandt Zeelandt ende Vrieslandt.;http://data.bibliotheken.nl/id/nbt/p843115165;1580;1589
Nouveau livre d'porte d'la chambre.;http://data.bibliotheken.nl/id/nbt/p175033277;1700;1799
Livre de flevrs & de fevillies povr servir a l art d orfeverie.;http://data.bibliotheken.nl/id/nbt/p20385294X;1679;1679
Den bloem-hof van de Nederlantsche ieught;http://data.bibliotheken.nl/id/nbt/p84333973X;1610;1610
Tafereel van sinne-mal: vvaer in verscheyden verthooninghen werden aenghewesen, met [...] sinne-dichten, en sang-liedekens.;http://data.bibliotheken.nl/id/nbt/p83112525X;1623;1623
Oeuvres.;http://data.bibliotheken.nl/id/nbt/p184218624;1718;1718
Des fürstlichen Geschlechts vnd Hauses Gülich, Clef, Berg vnd Marck, &c. Stamm Register;http://data.bibliotheken.nl/id/nbt/p831458119;1610;1610
Eerste deel der bouw-kunst, ofte Grondige bewijs-redenen, over den sin ende practijck van den autheur Vincent Scamozzi.;http://data.bibliotheken.nl/id/nbt/p840149409;1664;1664
"Athenæ Batavæ. Sive, De vrbe Leidensi, & academiâ, virisque claris; [...] libri dvo.";http://data.bibliotheken.nl/id/nbt/p060867779;1625;1625
Perspective, dat is: de doorsichtige.;http://data.bibliotheken.nl/id/nbt/p850134560;1638;1638
Spiegel van den ouden ende nieuvven tijdt.;http://data.bibliotheken.nl/id/nbt/p038108895;1632;1632
Regola de cinque ordini d'architettura [...].;http://data.bibliotheken.nl/id/nbt/p393196895;1655;1655
Icones, elogia ac vitæ professorvm Lugdunensium apud Batavos.;http://data.bibliotheken.nl/id/nbt/p321319036;1617;1617
De eerste 12. boecken, vande Ilyadas.;http://data.bibliotheken.nl/id/nbt/p823042820;1611;1611
De cleyn vverelt.;http://data.bibliotheken.nl/id/nbt/p842880380;1608;1608
Toonneel van China, door veel, zo geestelijke als werreltlijke, geheugteekenen [...] geopent en verheerlykt.;http://data.bibliotheken.nl/id/nbt/p853152888;1668;1668
De vvarachtighe fabvlen der dieren.;http://data.bibliotheken.nl/id/nbt/p397596634;1567;1567
Sinnepoppen.;http://data.bibliotheken.nl/id/nbt/p852559267;1614;1614
Self-stryt, dat is Onderlinghe worstelinghe van goede ende quade gedachten.;http://data.bibliotheken.nl/id/nbt/p852705484;1628;1628
Satvrnalia, ofte poëtisch vasten-avond-spel, vervatende het gebruyk ende misbruyk van den taback.;http://data.bibliotheken.nl/id/nbt/p82283040X;1630;1630
Self-stryd. Dat is Crachtighe beweginge van vleesch ende geest. Poëtischer wijse verthoont in den persoon [...] van Joseph.;http://data.bibliotheken.nl/id/nbt/p11556070X;1621;1621
Fortificatie, dat is, sterckte bouwing.;http://data.bibliotheken.nl/id/nbt/p400188767;1628;1628
Historien der Nederlanden, en haar naburen oorlogen tot het iaar 1612.;http://data.bibliotheken.nl/id/nbt/p863315593;1663;1663
Zedekvnst dat is wellevenskunste.;http://data.bibliotheken.nl/id/nbt/p159830362;1586;1586
Overgesette Lucelle.;http://data.bibliotheken.nl/id/nbt/p087296381;1644;1644
Architectura chivilis vertoonende verscheyde treffelijcke cappen soo van toorens, kercke, als mede veelderhande voorname huysen.;http://data.bibliotheken.nl/id/nbt/p243355416;1700;1799
Beschryvinghe van de vijf colomnen, van architectvre. Te weten: Tuscana, Dorica, Ionica, Corinthia ende composita.;http://data.bibliotheken.nl/id/nbt/p121523519;1647;1647
Griane.;http://data.bibliotheken.nl/id/nbt/p08729477X;1644;1644
De vernieuwde gulden winckel der kunstlievende Nederlanders.;http://data.bibliotheken.nl/id/nbt/p843283289;1622;1622
'tGescheurde schaaps-kleedt, van Dr. Galenus Abrahamsz.;http://data.bibliotheken.nl/id/nbt/p064104176;1663;1663
Advysen, certificatien, ende gewysdens: rakende het vergoeden van de schade, die de binnelandtze schepen malkanderen komen aan te doen;http://data.bibliotheken.nl/id/nbt/p85262140X;1670;1670
Nauwkeurige en waarachtige ontdekking en wederlegginge van de afgoderye der Oost-Indische heydenen.;http://data.bibliotheken.nl/id/nbt/p844207586;1672;1672
Inferioris Germaniae Provinciarvm Vnitarvm antiqvitates.;http://data.bibliotheken.nl/id/nbt/p832975397;1611;1611
La prima(-quinta) parte della lvce del dipingere et disegnare.;http://data.bibliotheken.nl/id/nbt/p844266507;1643;1643
Brief van mr. Nicolaes Muys van Holy, advt. aan den heer mr. Jacob de La Bassecour, pensionaris der stad Amsterdam;http://data.bibliotheken.nl/id/nbt/p152305351;1706;1706
Voorbeelden van anticque schoorsteenen, cabinetten, geridons, tafels en spiegels [...] door voornaame bouwmeesters [...] of vervolg op S. Bosboom;http://data.bibliotheken.nl/id/nbt/p277310490;1786;1786
Wissel-styl tot Amsterdam.;http://data.bibliotheken.nl/id/nbt/p850162602;1676;1676
Af-beeldingen van sommighe in Godts-woort ervarene mannen, die bestreden hebben den roomschen antichrist.;http://data.bibliotheken.nl/id/nbt/p079286917;1603;1603
Den Vlaamsen boer. Den Brugsen stedeling. En den Hollandschen vrager. Zijnde een t'zamenspraak tusschen drie personen. Rakende de tijden die nu loopen, en den Fransen oorlog, tegen Vlaanderen en Braband.;http://data.bibliotheken.nl/id/nbt/p842349170;1667;1667
Den nievwen verbeterden lust-hof, gheplant vol uytgelesene, eerlijcke, amoreuse ende vrolijcke ghesanghen;http://data.bibliotheken.nl/id/nbt/p842886958;1607;1607
Veelderhande cierlijcke compertementen profitelijck voor schilders goutsmeden beeldtsnijders ende ander constenaren.;http://data.bibliotheken.nl/id/nbt/p401428281;1564;1564
Specvlvm Zelandiæ dat is Een beschryvinge ofte afbeelding der steden [...] gelegen inde eylanden [...] van Zeelandt.;http://data.bibliotheken.nl/id/nbt/p283589914;1700;1799
Oost- en West-Indische voyagie, door de Strate Magallanes naer de Moluques, met ses schepen onder den commandeur Ioris Spilbergen;http://data.bibliotheken.nl/id/nbt/p089917073;1648;1648
Toonneel der steden van 's konings Nederlanden.;http://data.bibliotheken.nl/id/nbt/p850164222;1650;1659
Histoire de Joseph, accompagnée de dix figures [...] gravées sur les modèles du fameux Rembrandt par monsieur le comte de Caylus;http://data.bibliotheken.nl/id/nbt/p260554111;1757;1757
Blyde inkomst der allerdoorluchtighste koninginne Maria de Medicis t'Amsterdam.;http://data.bibliotheken.nl/id/nbt/p850079276;1639;1639
Tooneel der beroemder hertogen princen graven ende krygs-helden van christenrijck.;http://data.bibliotheken.nl/id/nbt/p833379488;1617;1617
Vorsteliicke warande der dieren.;http://data.bibliotheken.nl/id/nbt/p080439799;1617;1617
Toonneel des aerdriicx, ofte Nievwe atlas.;http://data.bibliotheken.nl/id/nbt/p279938454;1649;1649
Konst kabinet van Marten Kretzer.;http://data.bibliotheken.nl/id/nbt/p394099419;1650;1650
Fabularum Æsopiarum libri quinque.;http://data.bibliotheken.nl/id/nbt/p844195324;1667;1667
Nader verdediging van de regering der doopsgezinde gemeente [...] binnen Amsterdam;http://data.bibliotheken.nl/id/nbt/p112944051;1664;1664
Waerachtigh verhael van de schip-vaert op Oost-Indien, gedaen by de acht schepen, onder [...] Jacob van Neck, en [...] Wybrand van Warwyck;http://data.bibliotheken.nl/id/nbt/p202266451;1650;1650
Marie de Medicis, entrant dans Amsterdam: ou, Histoire de la reception faicte à la reyne mere.;http://data.bibliotheken.nl/id/nbt/p85007293X;1638;1638
Nederlantsche repvblycke, bestaende inde staten so generale, als particuliere.;http://data.bibliotheken.nl/id/nbt/p83135917X;1615;1615
Architecture van verscheidene nieuwe poorten, kamer-deuren, schoorsteen-mantels [...] enz.;http://data.bibliotheken.nl/id/nbt/p399376321;1700;1799
Angeniet.;http://data.bibliotheken.nl/id/nbt/p087299127;1644;1644
Den bloem-hof van de Nederlantsche ieught;http://data.bibliotheken.nl/id/nbt/p843339667;1608;1608
Oude en nieuwe beschryvinghe van Holland, Zeeland en Vriesland.;http://data.bibliotheken.nl/id/nbt/p080214223;1667;1667
Silenus Alcibiadis, sive Protevs.;http://data.bibliotheken.nl/id/nbt/p147579538;1624;1624
Korte beschryvinge van eenige vergetene en verborgene antiquiteten der provintien en landen gelegen tusschen de Noord-zee, de Yssel, Emse en Lippe.;http://data.bibliotheken.nl/id/nbt/p853413495;1660;1660
Cruijdeboeck. In den welcken die gheheele historie, dat es tgheslacht, tfatsoen, naem, natuere, cracht ende werckinghe, van den cruyden [...] begrepen ende verclaert es;http://data.bibliotheken.nl/id/nbt/p352784482;1554;1554
Recht ghebruyck ende misbruyck, van tydlycke have.;http://data.bibliotheken.nl/id/nbt/p840904657;1585;1585
Illustris academia Lugd-Batava: id est Virorvm clarissimorum icones, elogia ac vitae.;http://data.bibliotheken.nl/id/nbt/p833458213;1613;1613
Vervolgh der Neederlandsche historien.;http://data.bibliotheken.nl/id/nbt/p851276598;1654;1654
Rervm per octennivm in Brasilia et alibi nuper gestarum, sub præfectura illustrissimi comitis I. Mavritii [...] historia.;http://data.bibliotheken.nl/id/nbt/p852284292;1647;1647
Cort onderwys vande vyf colommen.;http://data.bibliotheken.nl/id/nbt/p308101251;1657;1657
Belgium dat is: Nederlandt, ofte Beschrijvinge derselviger provincien ende steden.;http://data.bibliotheken.nl/id/nbt/p850337313;1648;1648
[Ontwerpen voor latwerk paviljoens.];http://data.bibliotheken.nl/id/nbt/p335906621;1600;1699
Atlas maior cvm generales omnivm totivs orbis [...] tabvlas geographicas continens.;http://data.bibliotheken.nl/id/nbt/p308009983;1734;1746
D'Astrea.;http://data.bibliotheken.nl/id/nbt/p095761020;1671;1671
Deductie ofte declaratie vande Staten van Holland ende West-Vrieslandt [...] tot justificatie van't verlenen van seeckere acte van seclusie rakende 't employ van den heere prince van Oraigne;http://data.bibliotheken.nl/id/nbt/p861648854;1654;1654
Het schat-boeck der verclaringen over de catechismus der christelicke religie.;http://data.bibliotheken.nl/id/nbt/p11718375X;1638;1638
De grondt-regulen der bouw-konst, ofte de uytnementheyt van de vijf ordens der architectura.;http://data.bibliotheken.nl/id/nbt/p172711258;1677;1677
Tafereel van de belacchende werelt, en des selfs geluckige eeuwe.;http://data.bibliotheken.nl/id/nbt/p852932715;1635;1635
Beschryvingh over de bouwkunstige platen van de vyf orders der architectura, van Vincent Scamozzi.;http://data.bibliotheken.nl/id/nbt/p400536595;1600;1699
Fondamento del latre[!] de desegnia necessarie e profite vela á pictori, intagliatori sculptori.;http://data.bibliotheken.nl/id/nbt/p397687761;1651;1651
Description des cinq ordres de colomnes, a scavoir: Tuscane, Dorique, Ionique, Corinthe, & composée.;http://data.bibliotheken.nl/id/nbt/p400410362;1640;1640
Spel, op't oudt liedt Het daget uyt den oosten.;http://data.bibliotheken.nl/id/nbt/p087299577;1644;1644
Historisch verhael, van het wonderlick en schrickelick opspringen van't magasyn-huys, voor-gevallen op den 12. october, 1654. binnen Delft.;http://data.bibliotheken.nl/id/nbt/p850173728;1654;1654
Haerlemmer-meer-boeck. Dienende tot een remonstrantie, verklaringh ende voor-bereydinghe om de Haerlemmer ende de Leytse-meer te bedijcken.;http://data.bibliotheken.nl/id/nbt/p840597096;1641;1641
Bericht, wegens de nieuw-geïnventeerde en geoctroyeerde slang-brandspuiten: uitgevonden door Jan en Nicolaes vander Heiden.;http://data.bibliotheken.nl/id/nbt/p841270589;1677;1677
Tranen Iesv Christi, gestort over den ondergang Hierusalems.;http://data.bibliotheken.nl/id/nbt/p843292318;1625;1625
Architectvra moderna ofte bouwinge van onsen tyt [...] alle gedaen by [...] Hendrick de Keyser;http://data.bibliotheken.nl/id/nbt/p843544414;1641;1641
Herôologia Anglica: hoc est, Clarissimorvm et doctissimorvm aliqovt[!] Anglorvm [...] effigies.;http://data.bibliotheken.nl/id/nbt/p05357429X;1620;1620
Nederduytsche poemata.;http://data.bibliotheken.nl/id/nbt/p851977790;1616;1616
Kluchten: als Van de koe: Symen sonder soetigheydt: den molenaer, ende den quacksalver.;http://data.bibliotheken.nl/id/nbt/p087299968;1644;1644
Lavre-crans voor Lavrens Coster van Haerlem, eerste vinder vande boeck-drvckery.;http://data.bibliotheken.nl/id/nbt/p823047857;1628;1628
"Les principes du dessein; ou Methode courte et facile pour aprendre cet art en peu de tems.";http://data.bibliotheken.nl/id/nbt/p401429369;1719;1719
Description de touts les Pays-Bas.;http://data.bibliotheken.nl/id/nbt/p141495251;1617;1617
De mari libero.;http://data.bibliotheken.nl/id/nbt/p832736015;1633;1633
Proteus ofte Minne-beelden verandert in sinne-beelden.;http://data.bibliotheken.nl/id/nbt/p842035931;1627;1627
Belgii Confœderati Respublica.;http://data.bibliotheken.nl/id/nbt/p832782580;1632;1639
VVoudt van vvonderlicke sinne-fabulen der dieren.;http://data.bibliotheken.nl/id/nbt/p84104743X;1632;1632
LVII. morale sinne-beelden, aen sijne hoogheydt [...] Fredrick Hendrick prince van Orangien.;http://data.bibliotheken.nl/id/nbt/p087211890;1641;1641
Zeevsche nachtegael, ende des selfs dryderley gesang;http://data.bibliotheken.nl/id/nbt/p84128329X;1632;1632
Beschryvinge der stad Dordrecht.;http://data.bibliotheken.nl/id/nbt/p832764051;1677;1677
P. Ovid. Nasonis XV Metamorphoseon librorv̄ figuræ.;http://data.bibliotheken.nl/id/nbt/p400411288;1607;1607
Schijn-heyligh.;http://data.bibliotheken.nl/id/nbt/p087299348;1644;1644
Beschrijvinge der stad Leyden.;http://data.bibliotheken.nl/id/nbt/p833430610;1614;1614
Effigies & vitæ professorvm academiæ Groningæ & Omlandiæ;http://data.bibliotheken.nl/id/nbt/p822591863;1654;1654
Community 3 - Period: (1711 - 1809 - Number of books: 196
Name;URI;Begin;End
Gebouwen, gezichten, en oudheden der stad Amsterdam;http://data.bibliotheken.nl/id/nbt/p29424607X;1744;1744
De graaven van Holland, in jaardichten beschreven.;http://data.bibliotheken.nl/id/nbt/p151302251;1745;1745
P.J. Beronicii Georgarchontomachia, cæterorumque ejus carminum sylvula [...].;http://data.bibliotheken.nl/id/nbt/p150955081;1766;1766
Geschiedenis dier christenen, welke in de Vereenigde Nederlanden onder de protestanten mennoniten genaamd worden.;http://data.bibliotheken.nl/id/nbt/p296985538;1743;1743
Stichtelyke zinnebeelden, en bybel-stoffen.;http://data.bibliotheken.nl/id/nbt/p277309395;1742;1742
Mathematische of wiskundige behandeling der schryfkonst. Behelzende een manier om alle de gemeene letteren [...] door passer en liniaal te beschryven.;http://data.bibliotheken.nl/id/nbt/p191478830;1737;1737
Character van eenen onrechtvaardigen, eigensinnigen oordeeler.;http://data.bibliotheken.nl/id/nbt/p152433163;1707;1707
Vaderlandsche historie, vervattende de geschiedenissen der Vereenigde Nederlanden [...]. Beginnende met [...] 1759 en eindigende met [..] 1765, bevattende het tydperk der minderjaardigheid des erfstadhouders Willem den V. Ten onmiddelyken vervolge van Wagenaars Vaderlandsche historie.;http://data.bibliotheken.nl/id/nbt/p249953978;1789;1789
Clericus deperrucatus sive In fictitiis clericorum comis moderni seculi ostensa et explosa vanitas.;http://data.bibliotheken.nl/id/nbt/p270506411;1720;1729
Publicatie;http://data.bibliotheken.nl/id/nbt/p314040382;1788;1788
Amstellandsche Arkadia, of Beschryving van de gelegenheit, toestant en gebeurtenissen van Amstellandt.;http://data.bibliotheken.nl/id/nbt/p180216414;1737;1737
Romulus, treurspel.;http://data.bibliotheken.nl/id/nbt/p168390140;1754;1754
Le royal jeu de l'hombre et celui du piquet;http://data.bibliotheken.nl/id/nbt/p174342373;1735;1735
Nieuwe geographie, of aardrijksbeschrijving.;http://data.bibliotheken.nl/id/nbt/p302559582;1773;1773
Lexicon hieroglyphicum sacro-profanum, of Woordboek van gewyde en ongewyde voor- en zinnebeelden.;http://data.bibliotheken.nl/id/nbt/p149057040;1722;1722
Historie van den nieuwen Amsterdamschen schouwburg;http://data.bibliotheken.nl/id/nbt/p188852816;1775;1775
Het verheerlykt Nederland of Kabinet van hedendaagsche gezigten van steden [...] en [...] gebouwen, in [...] de byzondere Vereenigde Nederlandsche Provinciën [...]. Dienende tot opheldering der beschryvinge van den Tegenwoordigen staat der Vereenigde Nederlanden;http://data.bibliotheken.nl/id/nbt/p204508606;1745;1745
Bartholomeus las Casas, treurspel.;http://data.bibliotheken.nl/id/nbt/p170174476;1785;1785
Toejuiching aan den weledelen [...] Jan Everwyn, wanneer dezelve door den ed. krygsraad der stad Amsterdam [...] tot kapitein der burgerye [...] verkoren was;http://data.bibliotheken.nl/id/nbt/p395545854;1771;1771
Lierzang aan de commissie uit de constitueerende vergadering [...] by gelegenheid van derzelver verschyning in den schouwburg der Bataafsche Republiek.;http://data.bibliotheken.nl/id/nbt/p215167120;1798;1798
'tVerheugd Amsterdam, ter gelegenheid van het plegtig bezoek hunner doorlugtige [...] hoogheden, Willem, prinse van Oranje [...] en [...] Fredrica Sophia Wilhelmina, prinsesse van Pruissen.;http://data.bibliotheken.nl/id/nbt/p29140233X;1768;1768
Amsterdamsche buitensingel, nevens de omleggende dorpen, opgeheldert door aanteekeningen, over veele voornaame geschiedenissen.;http://data.bibliotheken.nl/id/nbt/p183107845;1738;1738
Geschiedenissen der Vereenigde Nederlanden, sedert [...] 1714 tot aan de dood van [...] den heere prinse van Oranje en Nassau [...] in [...] 1751 [...]. Om tot een vervolg te dienen op de Geschiedenissen der Vereenigde Nederlanden van [...] Jean Le Clerc.;http://data.bibliotheken.nl/id/nbt/p18107530X;1753;1753
Historie van den Amsterdamschen schouwburg;http://data.bibliotheken.nl/id/nbt/p172208483;1772;1772
Byvoegsels en aanmerkingen, bestaande in noodige naleezingen voor de Vaderlandsche historie van Jan Wagenaar.;http://data.bibliotheken.nl/id/nbt/p260077194;1801;1801
Atlas van Zeeland.;http://data.bibliotheken.nl/id/nbt/p185421199;1760;1760
Tegenwoordige staat der Vereenigde Nederlanden. Eerste deel. Vervattende eene algemeene beschryving des lands.;http://data.bibliotheken.nl/id/nbt/p156060612;1739;1739
